,Unnamed: 0,video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration,video_url,youtube_url,start_frame,end_frame
0,1526,-3gFrKiC99I,,cutting,33.0,38.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=35,495,570
1,1527,-3gFrKiC99I,,cutting,136.0,141.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=136,2040,2115
2,1528,-3gFrKiC99I,,cutting,148.0,153.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=148,2220,2295
3,1529,-3gFrKiC99I,,cutting,166.0,171.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=166,2490,2565
4,1529,-3gFrKiC99I,,cutting,171.0,176.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=166,2565,2640
5,1529,-3gFrKiC99I,,cutting,176.0,181.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=166,2640,2715
6,1529,-3gFrKiC99I,,cutting,181.0,186.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=166,2715,2790
7,1530,-3gFrKiC99I,,cutting,196.0,201.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=196,2940,3015
8,1530,-3gFrKiC99I,,cutting,201.0,206.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=196,3015,3090
9,1531,-3gFrKiC99I,,cutting,217.0,222.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=217,3255,3330
10,1531,-3gFrKiC99I,,cutting,222.0,227.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=217,3330,3405
11,1531,-3gFrKiC99I,,cutting,227.0,232.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=217,3405,3480
12,1531,-3gFrKiC99I,,cutting,232.0,237.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=217,3480,3555
13,1532,-3gFrKiC99I,,cutting,243.0,248.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=244,3645,3720
14,1533,-3gFrKiC99I,,cutting,278.0,283.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=278,4170,4245
15,1534,-3gFrKiC99I,,cutting,288.0,293.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=289,4320,4395
16,1535,-3gFrKiC99I,,cutting,311.0,316.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=313,4665,4740
17,1537,-3gFrKiC99I,,cutting,334.0,339.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=334,5010,5085
18,1538,-3gFrKiC99I,,cutting,343.0,348.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=343,5145,5220
19,1539,-3gFrKiC99I,,cutting,355.0,360.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=355,5325,5400
20,1540,-3gFrKiC99I,,cutting,380.0,385.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=380,5700,5775
21,1548,-3gFrKiC99I,,suturing,441.0,446.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=441,6615,6690
22,1542,-3gFrKiC99I,,tying,460.0,465.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=460,6900,6975
23,1550,-3gFrKiC99I,,suturing,480.0,485.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=482,7200,7275
24,1552,-3gFrKiC99I,,suturing,513.0,518.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=513,7695,7770
25,1543,-3gFrKiC99I,,tying,523.0,528.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=523,7845,7920
26,1553,-3gFrKiC99I,,suturing,542.0,547.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=542,8130,8205
27,1544,-3gFrKiC99I,,tying,553.0,558.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=553,8295,8370
28,1554,-3gFrKiC99I,,suturing,564.0,569.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=564,8460,8535
29,1545,-3gFrKiC99I,,tying,573.0,578.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=573,8595,8670
30,1555,-3gFrKiC99I,,suturing,580.0,585.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=581,8700,8775
31,1556,-3gFrKiC99I,,suturing,599.0,604.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=599,8985,9060
32,1556,-3gFrKiC99I,,suturing,604.0,609.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=599,9060,9135
33,1557,-3gFrKiC99I,,suturing,613.0,618.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=613,9195,9270
34,1557,-3gFrKiC99I,,suturing,618.0,623.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=613,9270,9345
35,1558,-3gFrKiC99I,,suturing,630.0,635.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=630,9450,9525
36,1559,-3gFrKiC99I,,suturing,637.0,642.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=637,9555,9630
37,1560,-3gFrKiC99I,,suturing,652.0,657.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=653,9780,9855
38,1561,-3gFrKiC99I,,suturing,661.0,666.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=661,9915,9990
39,1562,-3gFrKiC99I,,suturing,672.0,677.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=672,10080,10155
40,1562,-3gFrKiC99I,,suturing,677.0,682.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=672,10155,10230
41,1563,-3gFrKiC99I,,suturing,689.0,694.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=689,10335,10410
42,1564,-3gFrKiC99I,,suturing,701.0,706.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=703,10515,10590
43,1565,-3gFrKiC99I,,suturing,712.0,717.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=713,10680,10755
44,1566,-3gFrKiC99I,,suturing,723.0,728.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=723,10845,10920
45,1568,-3gFrKiC99I,,suturing,738.0,743.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=738,11070,11145
46,1568,-3gFrKiC99I,,suturing,743.0,748.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=738,11145,11220
47,1569,-3gFrKiC99I,,suturing,752.0,757.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=753,11280,11355
48,1570,-3gFrKiC99I,,suturing,758.0,763.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=758,11370,11445
49,1571,-3gFrKiC99I,,suturing,767.0,772.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=768,11505,11580
50,1572,-3gFrKiC99I,,suturing,779.0,784.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=779,11685,11760
51,1573,-3gFrKiC99I,,suturing,788.0,793.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-3gFrKiC99I.mp4,https://www.youtube.com/watch?v=-3gFrKiC99I&start=788,11820,11895
52,1377,-DGQsmwXmLg,cutting,cutting,96.0,101.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1440,1515
53,1377,-DGQsmwXmLg,cutting,cutting,101.0,106.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1515,1590
54,1377,-DGQsmwXmLg,cutting,cutting,106.0,111.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1590,1665
55,1377,-DGQsmwXmLg,cutting,cutting,111.0,116.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1665,1740
56,1377,-DGQsmwXmLg,cutting,cutting,116.0,121.0,5,https://marvl-surgery.s3.amazonaws.com/videos/-DGQsmwXmLg.mp4,https://www.youtube.com/watch?v=-DGQsmwXmLg&start=96,1740,1815
